ResponseID,ResponseSet,Name,Repeated Study,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,Mturk,track,track_2,Consent Form /    /  /  Study Background and Purpose: This study examines decision-making. Your participat...,mcyes,mcyesconfidence,mcyesfirst,mcyeslast,mcyestotaltime,mcyesclickcount,mcno,mcnoconfidence,mcnofirst,mcnolast,mcnototaltime,mcnoclickcount,optyes,optyesconfidence,optyesfirst,optyeslast,optyestotaltime,optyesclickcount,optno,optnoconfidence,optnofirst,optnolast,optnototaltime,optnoclickcount,This is the last page of questions. Please answer them all.,Are you registered as an organ donor on a state or regional registry? ,Have you communicated with your next of kin about whether or not you would like to be an organ donor...,"If you have communicated with your next of kin about organ donation, what have you communicated?","If you had to explicitly communicate with your next of kin about your wishes, which would you indica...",What is your gender?,What is your age?,Which of the following best describes your race/ethnicity?,What is the highest educational degree you have earned?,Are you currently a student?,What is your marital status?,How many children do you have?,What is your total household income? (Please include your parents if you are listed as a dependent.),With which religious affiliation do you most closely identify?,"About how often do you attend religious services (excluding occasional weddings, funerals, etc.)?","Generally speaking, do you think of yourself as a Republican, a Democrat, or an Independent?","When it comes to social issues, do you think of yourself as a liberal or conservative?",In which US State do you live?,"Have you, or has anyone else in your family, received an organ transplant?","Have you, or has anyone else in your family, received dialysis treatment?","Have you, or has anyone else in your family, worked in health care?","If there were an option to be registered as an organ and tissue donor, but for your donor status to...",How many vital organs (organs that are necessary to live) can be transplanted from a cadaver? Please...,About how many people can receive any (vital or non-vital) organs and tissues from one cadaver? Plea...,About how many people are on the organ waiting list for a kidney in the Untied States? Please make y...,Do you think deceased donor organs are allocated fairly overall? ,Do you think deceased donor organs are allocated fairly to people of different races? ,Do you think deceased donor organs are allocated fairly to people with different incomes? ,Do you think deceased donor organs are allocated fairly to people with differential responsibility f...,surveyfirst,surveylast,surverytotaltime,surveyclickcount,Thank you for completing this survey. Your code for payment on MTurk is ${e://Field/Mturk}-111212101...
R_8BTjn7ZOVNYOVwh,Default Response Set,Anonymous,,,,0,1/8/13 19:36,1/8/13 19:43,1,4747281,8,50,1,1,2,21.387,36.434,36.447,3,1,2,10.996,15.364,15.376,3,1,2,13.01,15.914,15.935,3,2,2,8.349,19.557,19.576,4,1,1,2,1,1,1,26,1,3,2,2,,3,7,3,6,3,New york,2,2,1,1,6,6,5000,1,1,2,2,6.65,198.669,198.712,33,1
R_3FcTqTTU0KvGgwB,Default Response Set,Anonymous,,,,0,1/8/13 19:32,1/8/13 19:45,1,259239,36,100,1,1,1,33.253,38.226,38.25,3,2,1,106.543,126.766,126.808,3,1,2,39.999,45.852,45.877,3,2,2,58.354,64.1,64.138,3,1,1,1,1,1,2,56,5,4,3,3,2,1,8,4,4,4,North Carolina,2,2,1,1,8,20,"8,000",2,2,2,2,9.953,316.193,34.059,33,1
R_a5cFK1KlBsx9sTX,Default Response Set,Anonymous,,,,0,1/8/13 19:38,1/8/13 19:45,1,292533,18,76,1,1,1,34.823,46.893,46.896,3,2,1,8.372,14.7,14.704,5,1,1,9.203,28.676,28.68,3,2,3,15.202,24.03,24.033,3,1,2,1,2,2,2,26,5,5,2,2,0,5,3,4,1,5,Pennsylvania,2,2,1,1,9,15,28000,1,1,1,1,2.461,208.433,208.435,35,1
R_3k2zb6GBu5etdD7,Default Response Set,Anonymous,,,,0,1/8/13 19:40,1/8/13 19:47,1,4070617,47,50,1,1,2,6.867,28.329,28.337,4,2,1,26.961,33.115,33.121,4,1,1,49.731,54.719,54.724,3,2,2,40.042,46.099,46.108,3,1,1,1,1,1,2,23,5,4,3,2,0,2,8,5,7,1,GA,2,2,1,2,12,50,"100,000",2,2,2,2,3.011,172.471,172.478,42,1
R_3sXusqOcABroqq1,Default Response Set,Anonymous,,,,0,1/8/13 19:44,1/8/13 19:48,1,720409,4,51,1,1,1,13.948,28.305,28.306,5,2,2,3.48,9.641,9.646,4,1,1,3.381,7.742,7.744,5,2,2,5.002,8.434,8.436,6,1,1,2,1,1,1,20,6,4,1,2,0,11,8,5,4,2,CA,2,2,2,2,12,20,100000,2,2,2,2,2.022,184.47,184.474,48,1
R_cw01JXJmu9IkZDv,Default Response Set,Anonymous,,,,0,1/8/13 19:45,1/8/13 19:50,1,7850835,54,56,1,1,1,19.1,58.348,58.53,5,2,1,9.809,12.327,12.332,3,1,1,4.832,49.671,49.674,5,2,1,3.025,5.449,5.452,3,1,2,2,,1,1,26,5,3,3,2,0,2,8,5,6,2,maine,2,2,2,1,two,two,"20,000",2,,2,2,3.882,142.78,142.83,29,1
R_cLSh0rZAfjeb2gR,Default Response Set,Anonymous,,,,0,1/8/13 19:45,1/8/13 19:51,1,3281483,53,95,1,1,1,14.302,27.869,27.885,3,2,1,5.47,11.207,11.207,3,1,1,57.051,62.365,62.365,3,2,1,31.057,34.043,34.043,3,1,1,1,1,1,2,26,5,3,3,2,0,3,8,5,7,1,GA,2,2,2,1,25,50,10000,1,1,1,1,3.923,197.021,197.021,33,1
R_2f2w9vuqxMU0jgp,Default Response Set,Anonymous,,,,0,1/8/13 19:49,1/8/13 19:52,1,7332101,24,37,1,1,2,4.746,26.161,26.164,4,1,1,13.068,15.884,15.886,3,2,3,5.866,8.282,8.284,3,1,2,9.111,12.103,12.105,3,1,2,1,,1,1,27,5,2,3,1,2,4,4,1,6,2,TX,2,1,1,1,3,1,1000,1,1,2,2,3.405,101.77,101.773,30,1
R_d10CtEAVbPYQIuh,Default Response Set,Anonymous,,,,0,1/8/13 19:48,1/8/13 19:54,1,1568642,51,35,1,1,3,26.939,30.371,30.374,3,1,3,25.928,30.664,30.667,3,1,3,55.5,60.348,60.351,3,1,3,35.199,37.111,37.114,3,1,1,2,,1,1,52,5,5,3,1,1,2,1,3,3,5,NC,2,2,2,2,6,2,5000,2,2,,2,3.829,156.983,156.986,29,1
R_8jlYaS8U43EO0a9,Default Response Set,Anonymous,,,,0,1/8/13 19:50,1/8/13 19:54,1,174559,79,47,1,1,1,5.055,7.311,7.318,4,1,1,11.855,16.095,16.104,3,1,1,3.936,13.685,9.758,4,1,1,28.935,40.878,40.888,4,1,1,1,1,1,1,24,5,4,3,2,0,5,8,5,3,4,Wisconsin,2,2,1,2,20,20,"500,000",1,1,1,1,3.378,102.634,102.66,34,1
R_0SoVtbFzap4sHgV,Default Response Set,Anonymous,,,,0,1/8/13 19:47,1/8/13 19:54,1,8323964,3,84,1,1,1,71.652,91.759,91.76,3,2,3,5.357,34.74,29.384,4,1,2,15.346,21.402,21.402,3,2,3,4.956,16.434,16.434,4,1,1,1,1,1,1,27,5,3,3,2,0,8,3,5,6,2,Illinois,2,1,1,1,8,50,500000,1,1,1,1,2.163,222.862,222.864,37,1
R_byDyvDAilBkoW45,Default Response Set,Anonymous,,,,0,1/8/13 19:51,1/8/13 19:54,1,3642655,20,5,1,1,2,11.819,18.199,18.208,4,2,1,7.644,14.334,14.344,5,1,2,4.928,7.038,7.048,3,1,2,5.03,7.199,7.208,3,1,1,1,1,1,2,25,2,3,3,1,2,7,4,5,7,2,California,2,1,1,2,2,1,"20,000",2,2,2,2,2.646,104.726,104.745,34,1
R_bwS3OYkhreuGRcV,Default Response Set,Anonymous,,,,0,1/8/13 19:54,1/8/13 19:59,1,2444940,6,57,1,2,4,17.705,21.032,21.033,3,2,1,11.009,13.248,13.249,3,1,2,6.468,8.881,8.883,3,2,1,37.89,39.947,39.948,3,1,1,1,1,1,1,19,5,3,1,2,0,9,8,4,5,3,VA,1,1,2,2,4,4,1000000,1,2,2,1,1.927,121.36,121.363,33,1
R_8tOUz4gjbA45ETX,Default Response Set,Anonymous,,,,0,1/8/13 19:53,1/8/13 19:59,1,2978618,26,43,1,1,1,23.535,29.512,29.524,3,2,2,53.755,59.482,59.493,3,1,1,6.106,9.261,9.271,3,2,2,45.477,48.883,48.892,3,1,2,2,1,1,2,27,5,3,3,2,0,3,8,5,4,2,Michigan,1,1,2,2,40,30,"500,000",2,2,2,2,4.442,173.612,173.644,29,1
R_abBLgUAr3RQ1HmJ,Default Response Set,Anonymous,,,,0,1/8/13 19:54,1/8/13 19:59,1,54127,29,39,1,1,2,12.947,20.835,20.876,4,2,1,42.028,51.684,51.723,3,1,2,17.084,25.188,25.227,3,2,2,27.954,32.271,32.311,3,1,2,2,,1,1,43,5,3,3,2,0,6,7,5,6,2,California,2,2,2,1,all of them,50,2000,2,2,2,2,3.873,170.191,170.294,29,1
R_6X8FQlkmD5neizz,Default Response Set,Anonymous,,,,0,1/8/13 19:59,1/8/13 20:02,1,3258123,59,16,1,1,1,4.293,5.933,5.936,3,2,2,2.704,11.752,11.755,3,1,1,44.789,46.837,46.84,3,1,1,6.306,12.594,12.597,3,1,1,1,1,1,1,22,5,3,2,2,0,4,8,5,4,2,california,2,2,2,2,5,10,"10,000",2,1,2,2,4.221,132.09,132.097,31,1
R_3qrlsvHeeHn8WUZ,Default Response Set,Anonymous,,,,0,1/8/13 20:01,1/8/13 20:05,1,4175925,13,24,1,1,2,27.837,33.358,33.369,4,2,3,11.555,16.18,16.189,4,1,3,12.664,16.245,16.254,5,2,2,17.769,19.886,19.896,4,1,1,2,,1,2,25,5,4,3,2,0,5,3,4,6,2,ohio,2,2,2,2,35,18,5000,2,1,2,2,2.854,91.669,91.694,37,1
R_6DLGi9AP6wRArid,Default Response Set,Anonymous,,,,0,1/8/13 19:59,1/8/13 20:06,1,4270681,79,78,1,1,2,8.254,16.29,16.294,3,1,2,15.422,19.514,19.518,3,1,2,14.421,35.629,35.632,3,1,2,64.811,84.359,84.363,6,1,1,2,1,1,1,30,5,4,3,2,0,5,2,5,6,2,Pennsylvania,2,2,1,1,12,50,12000,1,1,1,2,3.958,208.075,208.085,33,1
R_bxA2ThQBApdO9hz,Default Response Set,Anonymous,,,,0,1/8/13 20:03,1/8/13 20:07,1,8105701,19,97,1,1,1,19.267,25.947,25.955,3,2,2,5.755,10.736,10.739,3,1,1,4.804,15.425,15.427,4,2,2,5.295,9.592,9.595,3,1,1,1,1,1,1,38,5,4,1,1,2,11,8,3,6,4,IL,2,2,2,1,8,50,"23,000,000",1,1,1,1,2.552,123.372,123.381,32,1
R_e2uM6mwxs6RfZyZ,Default Response Set,Anonymous,,,,0,1/8/13 20:03,1/8/13 20:07,1,5732321,46,1,1,1,2,6.705,10.494,10.508,3,2,2,16.352,20.418,20.431,3,1,2,6.881,8.692,8.704,3,2,2,17.124,19.837,19.849,3,1,2,1,2,2,2,28,5,4,3,2,3,3,3,4,7,1,New York,2,2,2,2,6,50,50000,1,1,1,1,2.633,140.652,140.679,33,1
R_aY1D88M1jM18q6p,Default Response Set,Anonymous,,,,0,1/8/13 20:06,1/8/13 20:10,1,3775319,87,49,1,1,1,9.765,15.888,15.89,4,2,1,10.843,13.755,13.758,4,1,1,62.857,67.403,67.405,5,2,1,21.181,32.335,32.337,3,1,2,1,1,1,1,28,5,3,3,2,0,2,8,5,5,1,Oregon,2,2,1,2,10,10,"500,000",1,1,2,1,3.53,123.768,123.771,34,1
R_ebScgRNBJDuyg0l,Default Response Set,Anonymous,,,,0,1/8/13 20:07,1/8/13 20:11,1,6738405,98,46,1,1,1,8.378,14.819,14.829,3,2,1,6.011,11.619,11.629,3,1,1,8.625,12.854,12.864,3,2,2,28.62,37.997,38.008,4,1,1,1,1,1,2,23,6,4,3,1,0,5,7,4,2,7,Ohio,2,2,2,2,7,7,300,1,1,1,1,2.926,131.439,131.462,46,1
R_afXbpoecyB8at25,Default Response Set,Anonymous,,,,0,1/8/13 20:08,1/8/13 20:11,1,9963044,68,53,1,1,1,5.062,8.498,8.505,3,1,2,3.075,8.084,8.092,3,1,1,25.343,30.104,30.112,3,1,2,5.645,9.826,9.832,3,1,1,1,1,1,1,24,5,4,3,2,0,4,8,5,7,1,CA,2,2,1,2,20,20,10000,1,1,1,1,2.658,117.621,117.643,33,1
R_6ijaGC4Mko0jJwF,Default Response Set,Anonymous,,,,0,1/8/13 20:07,1/8/13 20:12,1,3935515,39,32,1,1,1,9.8,12.87,12.892,3,2,3,41.021,49.126,49.153,3,1,1,19.464,21.823,21.842,3,1,1,11.896,15.631,15.657,3,1,1,2,1,1,2,25,5,3,3,2,0,5,8,5,7,2,California,2,2,1,1,10,50,"30,000",2,2,2,2,4.25,139.361,139.503,29,1
R_4TPvHXor6uluGrP,Default Response Set,Anonymous,,,,0,1/8/13 20:08,1/8/13 20:12,1,8570906,12,71,1,1,3,19.104,22.176,22.176,3,1,3,23.253,27.499,27.5,4,1,2,4.915,11.525,11.525,4,1,2,2.241,6.757,6.757,4,1,1,1,1,1,2,19,1,3,1,2,0,5,8,5,6,2,NY,2,2,2,2,15,50,1000,1,1,2,2,0.127,123.515,123.516,37,1
R_bCyrqgtqFwN1E4B,Default Response Set,Anonymous,,,,0,1/8/13 20:08,1/8/13 20:12,1,6073625,100,4,1,1,1,2.733,4.829,4.83,3,2,2,5.381,7.806,7.807,3,1,1,14.922,17.458,17.459,4,1,1,7.774,11.326,11.328,3,1,1,1,1,1,1,34,5,4,1,1,0,4,8,5,4,1,Kentucky,2,2,1,2,25,25,500000,1,1,2,1,2.734,133.562,133.564,53,1
R_38GcBLS5B1m3hVb,Default Response Set,Anonymous,,,,0,1/8/13 20:04,1/8/13 20:14,1,3608285,100,44,1,1,1,4.366,14.07,14.072,4,2,1,44.573,91.201,91.202,4,1,1,42.346,52.447,52.448,3,2,1,131.395,136.947,136.947,3,1,2,1,1,1,1,30,5,4,1,1,0,5,8,5,6,2,California,2,2,1,2,4,5,100000,1,1,2,1,24.73,164.559,164.56,31,1
R_6myxA0fagWZrbpj,Default Response Set,Anonymous,,,,0,1/8/13 20:05,1/8/13 20:14,1,4425057,13,32,1,1,3,62.638,68.854,68.856,3,2,1,26.186,32.945,32.947,3,1,3,25.464,31.383,31.383,3,2,1,13.943,18.803,18.803,3,1,2,1,2,2,2,52,2,3,3,2,none,2,4,2,7,2,Illinois,2,2,2,2,5,1,200,1,2,2,2,6.392,238.532,238.534,34,1
R_0H6S7PZz4vYFs69,Default Response Set,Anonymous,,,,0,1/8/13 20:08,1/8/13 20:14,1,3574142,5,41,1,2,2,42.829,47.795,47.799,3,2,2,10.286,13.17,13.175,3,2,2,9.936,14.622,14.627,3,2,2,8.737,13.568,13.571,3,1,2,1,2,2,2,35,2,4,3,3,2,3,6,4,7,4,New York,2,2,2,2,20,50,50000,2,2,2,2,2.419,189.347,189.35,35,1
R_aXHk0phZJmRvPwx,Default Response Set,Anonymous,,,,0,1/8/13 20:11,1/8/13 20:14,1,4744098,19,51,1,1,1,17.871,23.244,23.249,4,1,2,9.171,12.976,12.981,3,1,1,7.801,9.947,9.952,3,1,2,3.533,6.328,6.333,3,1,1,1,1,1,1,21,5,3,1,2,0,2,8,5,5,1,Louisiana,2,2,1,2,5,8,100000,1,2,2,1,2.048,90.631,90.637,34,1
R_cuqGnZXL6yEqHVr,Default Response Set,Anonymous,,,,0,1/8/13 20:11,1/8/13 20:18,1,6269437,77,9,1,1,1,2.859,5.819,5.828,3,2,1,3.669,9.302,9.316,3,1,1,10.843,13.786,13.801,3,2,2,40.963,50.25,50.264,3,1,2,1,2,2,1,33,5,3,3,2,2,4,8,5,4,1,Ohio,2,1,1,2,7,50,"600,000",2,2,2,2,5.379,279.94,279.973,29,1
R_eMbkhNxSzhSNRIh,Default Response Set,Anonymous,,,,0,1/8/13 20:11,1/8/13 20:18,1,2603128,82,2,1,2,1,2.386,4.352,4.352,4,2,1,3.51,5.07,5.07,4,2,1,12.09,14.336,14.352,4,2,1,12.729,15.303,15.303,4,1,2,2,2,2,1,49,5,3,3,2,0,2,3,3,7,1,Colorado,2,2,2,2,25,50,300,1,1,1,1,13.666,194.51,194.51,42,1
R_7NVzFaDYBob3UON,Default Response Set,Anonymous,,,,0,1/8/13 20:13,1/8/13 20:19,1,6914141,88,11,1,1,2,2.521,11.817,11.819,3,1,2,13.166,14.987,14.989,3,2,1,4.466,17.157,17.158,3,2,1,23.859,27.314,27.316,4,1,1,1,1,1,2,22,5,4,2,2,0,4,3,4,7,2,NH,2,2,1,2,20,100,200,2,1,1,1,2.543,101.639,101.644,37,1
R_0Du0unizCusUFpj,Default Response Set,Anonymous,,,,0,1/8/13 20:17,1/8/13 20:23,1,7628021,69,43,1,1,2,34.096,38.176,38.177,3,2,2,7.733,20.981,20.983,3,1,2,31.936,37.015,37.017,3,2,2,10.871,13.958,13.96,3,1,2,2,,1,2,57,5,4,3,1,2,9,3,2,6,4,Texas,2,2,2,2,4,30,25000,1,1,2,1,4.158,193.246,193.247,28,1
R_24tGgo6VQThoYSh,Default Response Set,Anonymous,,,,0,1/8/13 20:18,1/8/13 20:23,1,3257795,10,30,1,1,1,47.366,51.566,51.572,3,2,1,11.397,13.598,13.605,3,1,2,19.654,23.807,23.815,3,2,4,3.465,8.662,8.669,3,1,1,2,1,1,1,23,6,4,2,2,0,5,8,5,3,4,NV,2,2,2,2,7,50,1000000,1,2,2,2,2.194,188.289,188.326,34,1
R_6Wgtt5n4nErnMvb,Default Response Set,Anonymous,,,,0,1/8/13 20:19,1/8/13 20:24,1,3031493,78,22,1,1,1,8.114,11.056,11.057,3,2,2,22.157,28.059,28.061,3,1,1,14.038,19.366,19.368,3,2,2,29.738,33.942,33.945,3,1,1,1,1,1,1,34,5,3,3,1,0,6,4,1,1,6,CA,2,2,2,2,5,5,2500,1,1,1,2,9.573,154.81,154.812,30,1
R_71lQp3zvW1tNsH3,Default Response Set,Anonymous,,,,0,1/8/13 20:26,1/8/13 20:29,1,3861726,69,51,1,1,1,14.537,16.918,16.919,4,2,3,3.342,5.562,5.563,3,1,1,33.169,36.35,36.351,3,1,3,10.042,24.618,24.618,4,1,2,2,1,1,1,21,5,3,1,2,0,9,8,5,6,1,OH,2,2,1,2,50,50,1 million,1,1,1,1,1.547,60.826,77.567,23,1
R_3F1br0UTdYPS5Kd,Default Response Set,Anonymous,,,,0,1/8/13 20:27,1/8/13 20:30,1,6312617,92,98,1,1,1,0,0,3.817,0,2,1,20.643,20.643,21.964,1,1,1,0,0,8.422,0,2,1,24.44,24.44,25.554,1,1,2,2,,2,1,22,5,2,3,2,0,1,8,5,4,1,Oregon,2,2,2,2,6,3,8000,2,2,2,2,15.874,29.402,73.018,3,1
R_8H8cBEsMMXHIxzn,Default Response Set,Anonymous,,,,0,1/8/13 20:30,1/8/13 20:32,1,8631935,89,84,1,1,1,4.685,6.895,6.896,3,2,2,1.019,7.557,7.558,4,1,1,3.002,7.259,7.259,3,1,1,5.067,10.135,10.135,3,1,2,2,1,1,2,23,5,4,3,2,0,6,8,5,7,1,New York,2,1,1,1,12,6,5000,1,1,1,1,2.711,78.328,78.329,27,1
R_3asnVbp71Uiv40d,Default Response Set,Anonymous,,,,0,1/8/13 20:30,1/8/13 20:34,1,9027788,6,67,1,1,1,19.663,23.237,23.244,3,1,2,15.521,26.545,26.552,5,1,1,19.646,23.053,23.06,3,1,2,2.943,6.288,6.293,3,1,1,2,,1,2,23,5,4,2,2,0,11,8,5,7,1,Maryland,2,2,2,2,6,50,"5,000",1,2,2,1,4.312,130.944,130.957,30,1
R_79hLrrGbkrMlFkh,Default Response Set,Anonymous,,,,0,1/8/13 20:29,1/8/13 20:35,1,5238404,66,18,1,1,1,10.921,18.617,18.62,3,2,1,6.943,21.503,21.506,3,1,1,30.315,37.954,37.957,3,2,1,23.43,34.293,34.297,4,1,1,1,1,1,1,47,5,3,3,1,2,3,2,5,1,7,Idaho,2,2,2,2,6,50,25000,1,1,1,1,3.939,191.777,191.784,29,1
R_0oZlTtDUWJXTeJf,Default Response Set,Anonymous,,,,0,1/8/13 20:27,1/8/13 20:37,1,6478573,30,41,1,1,1,11.594,18.175,18.175,3,2,1,31.729,50.125,50.141,3,1,1,6.241,11.39,11.391,3,2,1,10.362,22.815,22.815,5,1,2,2,1,1,2,34,2,5,1,2,2,6,4,3,7,1,North Carolina,2,2,1,1,6,50,"150,000",2,2,2,2,2.268,144.94,144.94,29,1
R_elhS1cPLVNlrcQB,Default Response Set,Anonymous,,,,0,1/8/13 20:27,1/8/13 20:37,1,6328201,50,78,1,1,1,22.149,36.323,36.332,3,1,1,207.425,221.852,221.861,3,1,1,15.35,24.419,24.428,3,1,1,32.097,35.617,35.627,3,1,1,1,1,1,1,58,5,5,3,1,2,8,5,5,2,3,New York,2,2,2,2,50,50,10000,1,1,1,1,6.965,276.091,276.114,38,1
R_bjySIoY54XDpyMl,Default Response Set,Anonymous,,,,0,1/8/13 20:33,1/8/13 20:39,1,7466210,90,93,1,1,1,2.958,44.391,44.413,3,2,1,6.602,8.216,8.241,3,1,1,2.266,16.258,16.283,6,2,1,23.984,44.561,44.59,4,1,1,1,1,1,1,29,5,4,3,2,0,7,3,3,4,7,GA,1,1,2,2,30,50,200000,2,1,2,1,11.613,154.966,155.085,42,1
R_cGTXxdsHNLE2FcF,Default Response Set,Anonymous,,,,0,1/8/13 20:36,1/8/13 20:39,1,6879295,16,12,1,1,2,20.347,27.77,27.771,7,2,1,8.843,12.187,12.187,3,1,2,10.712,15.119,15.12,4,2,1,3.229,5.87,5.871,4,1,1,2,,1,1,20,6,3,2,2,0,8,8,5,7,2,Florida,2,2,2,2,4,4,"90,000",2,2,2,1,2.167,118.054,118.055,38,1
R_cZ5846Zmn7rxiSx,Default Response Set,Anonymous,,,,0,1/8/13 20:30,1/8/13 20:39,1,1718306,96,77,1,1,1,14.669,20.469,20.476,3,2,1,30.258,37.154,37.161,3,1,2,44.543,47.759,47.766,3,1,2,51.414,63.51,63.517,3,1,1,2,1,1,1,51,5,3,3,1,2,8,8,5,4,1,New York,2,2,2,2,3,100,"20,000",1,1,1,1,4.55,290.974,290.996,31,1
R_3sWq1EA4DGcz4s5,Default Response Set,Anonymous,,,,0,1/8/13 20:36,1/8/13 20:41,1,5091258,56,34,1,1,1,13.985,22.697,22.702,3,1,2,8.34,13.9,13.907,4,1,1,27.62,34.876,34.883,3,1,1,27.65,37.058,37.063,3,1,1,2,1,1,1,26,5,4,3,2,0,4,8,5,5,2,PA,2,2,1,2,5,10,10000,2,2,2,2,2.705,169.776,169.817,34,1
R_3OGvrD6hLUrhlWZ,Default Response Set,Anonymous,,,,0,1/8/13 20:37,1/8/13 20:42,1,8542901,2,84,1,1,1,19.697,23.681,23.682,3,1,1,2.897,23.352,23.354,5,1,1,34.791,37.583,37.585,3,1,1,35.802,38.186,38.188,3,1,1,2,1,1,1,25,5,3,1,2,0,2,8,5,4,1,WV,2,2,1,2,7,50,"500,00",1,1,2,2,3.516,137.018,137.021,30,1
R_7OiQOXf5yJzn4Wh,Default Response Set,Anonymous,,,,0,1/8/13 20:37,1/8/13 20:43,1,7194441,20,30,1,1,1,4.512,47.476,47.484,4,2,2,21.099,43.895,43.903,5,1,1,10.581,14.027,14.031,3,2,2,7.328,9.454,9.461,3,1,1,1,1,1,1,19,6,3,1,2,0,2,8,5,4,4,California,2,2,2,2,5,50,300,1,1,1,1,4.114,192.688,192.705,31,1
R_e9cCXwqK60ybC0B,Default Response Set,Anonymous,,,,0,1/8/13 20:44,1/8/13 20:48,1,2725649,26,43,1,1,1,15.544,18.627,18.629,3,1,3,2.627,53.1,53.102,4,1,1,3.889,6.194,6.195,3,1,3,7.281,14.174,14.175,3,1,1,1,1,1,1,44,5,4,3,1,2,11,8,5,4,3,va,2,2,2,2,10,50,200000,1,1,1,1,3.569,124.814,124.816,30,1
R_5aTfcBfJZHGXLWl,Default Response Set,Anonymous,,,,0,1/8/13 20:47,1/8/13 20:50,1,1096466,59,88,1,1,3,5.995,7.731,7.739,3,2,3,3.432,5.528,5.533,3,1,3,27.233,44.105,44.112,3,2,3,9.058,11.681,11.69,3,1,2,1,2,2,2,65,5,5,3,1,2,11,7,5,7,2,Virginia,1,2,1,2,6,50,2000,2,2,2,2,2.131,90.321,90.339,30,1
R_dbZh0Qywyes3kq1,Default Response Set,Anonymous,,,,0,1/8/13 20:42,1/8/13 20:51,1,8315073,17,31,1,1,2,33.467,57.109,57.201,6,1,2,14.883,21.283,21.305,3,1,3,19.106,25.328,25.417,3,1,3,5.027,10.62,10.694,3,1,2,1,1,1,2,25,2,4,2,2,zero,5,7,4,6,4,Al,2,1,2,2,at least five,one ,thousands,1,1,1,1,6.61,317.642,317.845,31,1
R_37sCbdWZXEOGxuJ,Default Response Set,Anonymous,,,,0,1/8/13 20:44,1/8/13 20:51,1,8154900,25,46,1,1,1,6.784,23.595,23.601,4,2,1,11.82,16.686,16.691,3,1,1,46.722,56.738,56.744,4,2,2,23.782,29.955,29.961,3,1,1,1,1,1,1,23,5,4,3,2,0,6,3,5,2,4,virginia,2,,1,2,20,50,"1,000,000",1,1,1,1,8.058,168.381,168.396,31,1
R_b4qbbmQcCxHH5C5,Default Response Set,Anonymous,,,,0,1/8/13 20:50,1/8/13 20:53,1,6350996,13,42,1,1,1,26.789,30.644,30.646,3,2,1,6.754,10.458,10.459,4,1,1,6.908,8.924,8.925,3,2,1,15.64,17.368,17.37,3,1,1,1,1,1,1,30,6,3,3,2,0,5,4,4,3,4,california,2,2,1,2,5,2,2000000,2,2,2,2,4.233,103.594,103.596,34,1
R_3xEwCneGlLFofQ1,Default Response Set,Anonymous,,,,0,1/8/13 20:49,1/8/13 20:54,1,3493035,86,25,1,1,1,2.583,4.763,4.765,3,1,3,7.16,23.879,23.88,3,1,1,9.452,11.7,11.702,3,1,2,48.929,52.458,52.459,3,1,1,1,1,1,1,22,6,3,1,2,0,2,8,5,5,2,missouri,2,2,1,2,4,50,5000,1,1,1,1,2.695,136.509,136.51,33,1
R_bf1FOehMkuJWExD,Default Response Set,Anonymous,,,,0,1/8/13 19:55,1/8/13 20:56,1,2257642,17,78,1,1,2,50.011,77.278,77.28,4,2,2,28.493,38.68,38.683,3,1,2,33.756,46.559,46.562,3,2,2,23.073,36.414,36.416,3,1,1,1,1,1,2,62,5,3,3,2,0,3,8,5,7,2,Louisiana,2,1,2,2,5,5,"3,000",,1,1,1,6.907,341.017,341.02,30,1
R_6gpTm3HCRWqgsyV,Default Response Set,Anonymous,,,,0,1/8/13 20:55,1/8/13 20:58,1,1598470,93,35,1,1,1,7.43,11.444,11.448,3,2,1,7.356,12.05,12.054,3,2,1,10.685,17.33,17.337,3,2,1,21.794,26.072,26.076,3,1,2,2,2,2,2,35,6,3,3,1,2,4,8,5,7,1,Florida,2,1,1,2,15,15,200000,2,2,2,2,2.648,96.862,96.878,29,1
R_7U4bDpUlWgrQNWB,Default Response Set,Anonymous,,,,0,1/8/13 20:56,1/8/13 21:00,1,7044684,75,57,1,1,1,2.631,8.128,8.131,3,1,1,9.474,13.489,13.493,4,1,1,4.117,28.101,28.104,4,1,1,10.713,16.942,16.944,4,1,1,1,1,1,2,36,5,2,3,1,1,8,4,1,1,7,Oregon,2,2,1,2,12,50,"300,000",1,1,1,1,68.747,164.385,164.388,20,1
R_4Pcx4lVHZdsNnX7,Default Response Set,Anonymous,,,,0,1/8/13 20:58,1/8/13 21:02,1,2636528,80,22,1,1,2,13.484,17.684,17.689,5,2,2,10.578,14.946,14.951,5,1,2,10.393,13.073,13.078,3,1,3,28.144,31.8,31.805,3,1,1,1,1,1,2,31,5,5,3,2,0,7,8,5,6,2,MI,2,2,1,1,100,50,"200,000",2,2,2,2,1.671,124.302,20.365,31,1
R_ehyABaPjyivfLW5,Default Response Set,Anonymous,,,,0,1/8/13 21:00,1/8/13 21:04,1,3601356,32,83,1,1,1,9.757,20.329,20.33,3,1,3,16.647,25.351,25.353,5,1,1,9.507,13.317,13.32,3,2,3,17.037,20.365,20.367,3,1,2,2,1,1,2,23,1,3,1,2,0,1,8,5,7,1,California,2,2,2,1,5,5,,1,1,2,1,3.694,108.24,108.242,30,1
